panitia_id;jabatan;mhs_id;nilai;komentar
21041100331;Anggota Divisi Kreatif;57220028;B;Rajin datang dan mengerjakan tugasnya
21041100332;Anggota Divisi Kreatif;57220007;B;"Sering datang kumpul, bagus"
21041100333;Anggota Divisi Kreatif;57319005;A;Kontribusi banyak dan sangat baik
21041100334;Anggota Divisi Kreatif;57220016;E;Kehadiran dibawah 2x
21041100335;Anggota Divisi Kreatif;57119015;B;Rajin rapat dan kalau telat konfirmasi
21041100336;Anggota Divisi Kreatif;57220050;A;Beberapa kali terlambat namun konfirmasi
21041100337;Anggota Divisi Kreatif;57119012;B;Selalu ikut rapat namun kurang aktif
21041100338;Anggota Divisi Kreatif;57319024;C;Cukup rajin kumpul tapi tidak mengerjakan tugasnya
21041100339;Anggota Divisi Kreatif;57320022;A;Kerja bagus dan sangat bisa dipercaya
21041100340;Anggota Divisi Kreatif;57220014;C;Cukup rajin kumpul tapi tidak mengerjakan tugasnya
21041100341;Anggota Divisi Kreatif;57219018;C;Kehadiran sekitar 50%
21041100342;Anggota Divisi Kreatif;57319011;B;Beberapa kali terlambat namun konfirmasi
21041100343;Anggota Divisi Kreatif;57219003;E;"Hanya absen di wa saja, tidak datang rapat"
21041100344;Anggota Divisi Kreatif;57119020;C;Cukup rajin datang rapat tapi tidak mengerjakan tugasnya
21041100345;Anggota Divisi Kreatif;57220034;A;Beberapa kali terlambat namun konfirmasi
21041100346;Anggota Divisi Kreatif;57320008;A;Selalu hadir rapat 100% dan fokus
21041100347;Anggota Divisi Kreatif;52119092;E;Tidak pernah ikut kumpul
21041100348;Anggota Divisi Kreatif;55120097;C;Lumayan sering datang kumpul
21041100349;Anggota Divisi Kreatif;52119142;A;Selalu kumpul dan tidak pernah terlambat
21041100350;Anggota Divisi Kreatif;57120031;A;Performa sangat baik
21041100351;Anggota Divisi Kreatif;55119077;B;Rajin datang dan mengerjakan tugasnya
21041100352;Anggota Divisi Kreatif;55320029;E;"Hanya absen di wa saja, tidak datang rapat"
21041100353;Anggota Divisi Kreatif;56120051;C;Sering izin di tengah rapat
21041100354;Anggota Divisi Kreatif;51120109;E;Kehadiran dibawah 2x
21041100355;Anggota Divisi Kreatif;52220047;C;Rajin rapat tapi selalu terlambat
21041100356;Anggota Divisi Kreatif;58220050;D;Kehadiran <30%
21041100357;Anggota Divisi Kreatif;56220026;A;Beberapa kali terlambat namun konfirmasi
21041100358;Anggota Divisi Kreatif;54120037;B;Rajin datang dan mengerjakan tugasnya
21041100359;Anggota Divisi Kreatif;51320001;C;Kontribusi tidak banyak
21041100360;Anggota Divisi Kreatif;55120053;A;Kontribusi banyak dan sangat baik
21041100361;Anggota Divisi Kreatif;51219071;C;Cukup rajin datang rapat tapi tidak mengerjakan tugasnya
21041100362;Anggota Divisi Kreatif;51119108;D;Kurang kontribusi
21041100363;Anggota Divisi Kreatif;58220009;C;Rajin kumpul tapi selalu terlambat
21041100364;Anggota Divisi Kreatif;55319020;E;"Hanya absen di wa saja, tidak datang rapat"
21041100365;Anggota Divisi Kreatif;56220134;D;Kurang kontribusi
21041100366;Anggota Divisi Logistik;53320021;C;Cukup rajin kumpul tapi tidak mengerjakan tugasnya
21041100367;Anggota Divisi Logistik;53119062;A;Kontribusi banyak dan sangat baik
21041100368;Anggota Divisi Logistik;52120060;A;Selalu datang dan mengerjakan tugasnya
21041100369;Anggota Divisi Logistik;57119044;E;"Hanya absen di wa saja, tidak datang rapat"
21041100370;Anggota Divisi Logistik;57219024;D;Jarang rapat dan jika datang selalu terlambat
21041100371;Anggota Divisi Logistik;55119010;B;Mengerjakan tugas dengan baik
21041100372;Anggota Divisi Logistik;53120073;B;Kehadiran > 80%
21041100373;Anggota Divisi Logistik;56219027;C;Sering izin di tengah kumpul
21041100374;Anggota Divisi Logistik;51120105;D;Jarang rapat dan jika datang selalu terlambat
21041100375;Anggota Divisi Logistik;55320004;C;Cukup rajin kumpul tapi tidak mengerjakan tugasnya
21041100376;Anggota Divisi Logistik;51320019;B;Kehadiran > 80%
21041100377;Anggota Divisi Logistik;52220075;A;Kerja bagus dan sangat bisa dipercaya
21041100378;Anggota Divisi Logistik;56220006;B;Mengerjakan tugas dengan baik
21041100379;Anggota Divisi Logistik;56220100;A;Mengerjakan tugas dengan sangat baik
21041100380;Anggota Divisi Logistik;56119088;B;Kehadiran > 80%
21041100381;Anggota Divisi Logistik;52119036;A;Selalu datang dan mengerjakan tugasnya
21041100382;Anggota Divisi Logistik;57119005;A;Selalu hadir rapat 100% dan fokus
21041100383;Anggota Divisi Logistik;55220100;A;Selalu datang dan mengerjakan tugasnya
21041100384;Anggota Divisi Logistik;51119082;B;Beberapa kali terlambat namun konfirmasi
21041100385;Anggota Divisi Logistik;51320035;A;Selalu kumpul dan tidak pernah terlambat
21041100386;Anggota Divisi Logistik;55120018;A;Selalu datang dan mengerjakan tugasnya
21041100387;Anggota Divisi Logistik;54119052;C;Kontribusi tidak banyak
21041100388;Anggota Divisi Logistik;52119128;B;Selalu ikut rapat namun pasif
21041100389;Anggota Divisi Logistik;57220010;B;Kontribusi lumayan baik
21041100390;Anggota Divisi Logistik;51120062;B;Kehadiran > 80%
21041100391;Anggota Divisi Logistik;56120031;B;Selalu ikut rapat namun kurang aktif
21041100392;Anggota Divisi Logistik;51119090;B;Beberapa kali terlambat namun konfirmasi
21041100393;Anggota Divisi Logistik;51220071;D;Kehadiran <30%
21041100394;Anggota Divisi Logistik;51320030;B;Mengerjakan tugas dengan baik
21041100395;Anggota Divisi Logistik;58119038;E;Kehadiran dibawah 2x
21041100396;Anggota Divisi Logistik;52119097;B;Mengerjakan tugas dengan baik
21041100397;Anggota Divisi Logistik;51120128;A;Kerja bagus dan sangat bisa dipercaya
21041100398;Anggota Divisi Logistik;57119010;A;Mengerjakan tugas dengan sangat baik
21041100399;Anggota Divisi Logistik;54120079;A;Mengerjakan tugas dengan sangat baik
21041100400;Anggota Divisi Logistik;55120025;B;Rajin datang dan mengerjakan tugasnya
21041100401;Anggota Divisi Logistik;52119085;A;Mengerjakan tugas dengan sangat baik
21041100402;Anggota Divisi Logistik;53120077;A;Selalu kumpul dan tidak pernah terlambat
21041100403;Anggota Divisi Logistik;54220026;D;Tidak memperhatikan saat kumpul
21041100404;Anggota Divisi Logistik;53220077;B;Rajin rapat dan kalau telat konfirmasi
21041100405;Anggota Divisi Logistik;57320023;B;Selalu ikut rapat namun pasif
21041100406;Anggota Divisi Logistik;53119084;B;Selalu ikut rapat namun pasif
21041100407;Anggota Divisi Logistik;52219047;E;"Hanya absen di wa saja, tidak datang rapat"
21041100408;Anggota Divisi Logistik;53219019;A;Selalu kumpul dan tidak pernah terlambat
21041100409;Anggota Divisi Logistik;54120023;C;Cukup rajin kumpul tapi tidak mengerjakan tugasnya
21041100410;Anggota Divisi Logistik;56219003;A;Kerja bagus dan sangat bisa dipercaya
21041100411;Anggota Divisi Logistik;56220140;A;Performa sangat baik
21041100412;Anggota Divisi Logistik;52120096;E;Absen 0
21041100413;Anggota Divisi Logistik;56220126;A;Mengerjakan tugas dengan sangat baik
21041100414;Anggota Divisi Logistik;55120098;C;Cukup rajin datang rapat tapi tidak mengerjakan tugasnya
21041100415;Anggota Divisi Logistik;58219031;E;Kehadiran dibawah 2x
21041100416;Anggota Divisi Logistik;52120007;E;Kehadiran dibawah 2x
21041100417;Anggota Divisi Logistik;53119017;A;Performa sangat baik
21041100418;Anggota Divisi Logistik;53220050;D;Kehadiran <30%
21041100419;Anggota Divisi Logistik;55320022;D;Jarang rapat dan jika datang selalu terlambat
21041100420;Anggota Divisi Logistik;53219076;B;"Sering datang kumpul, bagus"
21041100421;Anggota Divisi Logistik;53319035;C;Lumayan sering datang kumpul
21041100422;Anggota Divisi Logistik;52120061;B;"Sering datang kumpul, bagus"
21041100423;Anggota Divisi Logistik;55119097;A;Beberapa kali terlambat namun konfirmasi
21041100424;Anggota Divisi Logistik;56219056;C;Cukup rajin kumpul tapi tidak mengerjakan tugasnya
21041100425;Anggota Divisi Logistik;51119141;D;Kehadiran <30%
21041100426;Anggota Divisi Logistik;52219019;A;Beberapa kali terlambat namun konfirmasi
21041100427;Anggota Divisi Logistik;51320011;C;Sering izin di tengah kumpul
21041100428;Anggota Divisi Logistik;54119013;A;Selalu ikut rapat dan aktif
21041100429;Anggota Divisi Logistik;55219047;B;Rajin datang dan mengerjakan tugasnya
21041100430;Anggota Divisi Logistik;52120131;A;Selalu datang dan mengerjakan tugasnya
21041100431;Anggota Divisi Logistik;54119027;A;Selalu datang dan mengerjakan tugasnya
21041100432;Anggota Divisi Logistik;51120096;A;Selalu kumpul dan tidak pernah terlambat
21041100433;Anggota Divisi Logistik;51119029;A;Kerja bagus dan sangat bisa dipercaya
21041100434;Anggota Divisi Logistik;54219027;C;Rajin rapat tapi selalu terlambat
21041100435;Anggota Divisi Logistik;51319016;C;Kehadiran sekitar 50%
21041100436;Anggota Divisi Logistik;51119094;B;"Sering datang kumpul, bagus"
21041100437;Anggota Divisi Logistik;55420048;B;Beberapa kali terlambat namun konfirmasi
21041100438;Anggota Divisi Logistik;56220105;B;Mengerjakan tugas dengan baik
21041100439;Anggota Divisi Logistik;56219008;D;Jarang datang rapat
21041100440;Anggota Divisi Logistik;55420023;A;Selalu hadir rapat 100% dan fokus
21041100441;Anggota Divisi Logistik;57120029;D;Kehadiran <30%
21041100442;Anggota Divisi Logistik;53220029;B;Mengerjakan tugas dengan baik
21041100443;Anggota Divisi Logistik;55119008;B;Selalu ikut rapat namun pasif
21041100444;Anggota Divisi Logistik;55120035;C;Rajin rapat tapi selalu terlambat
21041100445;Anggota Divisi Logistik;51320029;E;Kehadiran dibawah 2x
21041100446;Anggota Divisi Materi;57320006;C;Rajin rapat tapi selalu terlambat
21041100447;Anggota Divisi Materi;55219038;A;Mengerjakan tugas dengan sangat baik
21041100448;Anggota Divisi Materi;57220034;C;Cukup rajin datang rapat tapi tidak mengerjakan tugasnya
21041100449;Anggota Divisi Materi;51119028;A;Kerja bagus dan sangat bisa dipercaya
21041100450;Anggota Divisi Materi;52120116;A;Kontribusi banyak dan sangat baik
21041100451;Anggota Divisi Materi;52119025;A;Selalu datang dan mengerjakan tugasnya
21041100452;Anggota Divisi Materi;52220052;A;Mengerjakan tugas dengan sangat baik
21041100453;Anggota Divisi Materi;53320012;C;Kehadiran sekitar 50%
21041100454;Anggota Divisi Materi;56220058;A;Selalu hadir rapat 100% dan fokus
21041100455;Anggota Divisi Materi;54220020;B;"Rajin kumpul, hanya beberapa kali terlambat"
21041100456;Anggota Divisi Materi;54120001;A;Selalu ikut rapat dan aktif
21041100457;Anggota Divisi Materi;53120031;B;Rajin rapat dan kalau telat konfirmasi
21041100458;Anggota Divisi Materi;55119084;C;Lumayan sering datang kumpul
21041100459;Anggota Divisi Materi;51220035;A;Mengerjakan tugas dengan sangat baik
21041100460;Anggota Divisi Materi;51219004;E;Kehadiran dibawah 2x
21041100461;Anggota Divisi Materi;56119039;B;Selalu ikut rapat namun pasif
21041100462;Anggota Divisi Materi;51319005;A;Performa sangat baik
21041100463;Anggota Divisi Materi;53120027;E;Kehadiran dibawah 2x
21041100464;Anggota Divisi Materi;58120043;A;Selalu kumpul dan tidak pernah terlambat
21041100465;Anggota Divisi Materi;51319044;A;Selalu datang dan mengerjakan tugasnya
21041100466;Anggota Divisi Media;53219062;A;Mengerjakan tugas dengan sangat baik
21041100467;Anggota Divisi Media;56219066;D;Kehadiran <30%
21041100468;Anggota Divisi Media;51219008;B;Selalu ikut rapat namun pasif
21041100469;Anggota Divisi Media;56220056;C;Rajin rapat tapi selalu terlambat
21041100470;Anggota Divisi Media;53220044;B;Beberapa kali terlambat namun konfirmasi
21041100471;Anggota Divisi Media;56219127;C;Kehadiran sekitar 50%
21041100472;Anggota Divisi Media;52120100;A;Beberapa kali terlambat namun konfirmasi
21041100473;Anggota Divisi Media;53319038;E;Kehadiran dibawah 2x
21041100474;Anggota Divisi Media;52220011;B;Selalu ikut rapat namun pasif
21041100475;Anggota Divisi Media;56220118;B;"Sering datang kumpul, bagus"
21041100476;Anggota Divisi Media;58120015;A;Selalu hadir rapat 100% dan fokus
21041100477;Anggota Divisi Media;56219103;C;Sering izin di tengah rapat
21041100478;Anggota Divisi Media;56219011;C;Rajin kumpul tapi selalu terlambat
21041100479;Anggota Divisi Media;56220008;B;Selalu ikut rapat namun pasif
21041100480;Anggota Divisi Media;52120094;B;Kehadiran > 80%
21041100481;Anggota Divisi Media;56219038;A;Mengerjakan tugas dengan sangat baik
21041100482;Anggota Divisi Media;58119026;C;Sering izin di tengah rapat
21041100483;Anggota Divisi Media;51319038;B;Kontribusi lumayan baik
21041100484;Anggota Divisi Media;57220028;A;Selalu hadir rapat 100% dan fokus
21041100485;Anggota Divisi Media;56120062;A;Mengerjakan tugas dengan sangat baik
21041100486;Anggota Divisi Medis;51120108;A;Kerja bagus dan sangat bisa dipercaya
21041100487;Anggota Divisi Medis;55219074;A;Kerja bagus dan sangat bisa dipercaya
21041100488;Anggota Divisi Medis;55320036;C;Sering izin di tengah rapat
21041100489;Anggota Divisi Medis;52220015;A;Selalu datang dan mengerjakan tugasnya
21041100490;Anggota Divisi Medis;51319022;D;Kurang kontribusi
21041100491;Anggota Divisi Medis;52120035;D;Tidak memperhatikan saat kumpul
21041100492;Anggota Divisi Medis;52119138;A;Performa sangat baik
21041100493;Anggota Divisi Medis;51120068;D;Kurang kontribusi
21041100494;Anggota Divisi Medis;52120062;A;Selalu hadir rapat 100% dan fokus
21041100495;Anggota Divisi Medis;56120042;A;Selalu datang dan mengerjakan tugasnya
21041100496;Anggota Divisi Medis;54119025;A;Selalu hadir rapat 100% dan fokus
21041100497;Anggota Divisi Medis;55120077;C;Rajin rapat tapi selalu terlambat
21041100498;Anggota Divisi Medis;51119062;B;Kehadiran > 80%
21041100499;Anggota Divisi Medis;55120093;A;Kerja bagus dan sangat bisa dipercaya
21041100500;Anggota Divisi Medis;58220019;C;Kehadiran sekitar 50%
21041100501;Anggota Divisi Medis;55119050;B;Rajin rapat dan kalau telat konfirmasi
21041100502;Anggota Divisi Medis;51220044;A;Performa sangat baik
21041100503;Anggota Divisi Medis;54119036;A;Selalu ikut rapat dan aktif
21041100504;Anggota Divisi Medis;51319018;A;Mengerjakan tugas dengan sangat baik
21041100505;Anggota Divisi Medis;51119050;B;Kehadiran > 80%
21041100506;Anggota Divisi Medis;55320011;A;Kerja bagus dan sangat bisa dipercaya
21041100507;Anggota Divisi Medis;55120094;C;Rajin kumpul tapi selalu terlambat
21041100508;Anggota Divisi Medis;54219008;A;Kerja bagus dan sangat bisa dipercaya
21041100509;Anggota Divisi Medis;51220006;B;Kontribusi lumayan baik
21041100510;Anggota Divisi Medis;56120082;B;Rajin rapat dan kalau telat konfirmasi
21041100511;Anggota Divisi Medis;51119107;A;Selalu kumpul dan tidak pernah terlambat
21041100512;Anggota Divisi Medis;57320024;C;Cukup rajin kumpul tapi tidak mengerjakan tugasnya
21041100513;Anggota Divisi Medis;52220035;B;Rajin rapat dan kalau telat konfirmasi
21041100514;Anggota Divisi Medis;53120079;A;Selalu datang dan mengerjakan tugasnya
21041100515;Anggota Divisi Medis;54220022;A;Beberapa kali terlambat namun konfirmasi
21041100516;Anggota Divisi Medis;54220019;A;Beberapa kali terlambat namun konfirmasi
21041100517;Anggota Divisi Medis;53120074;C;Cukup rajin datang rapat tapi tidak mengerjakan tugasnya
21041100518;Anggota Divisi Medis;52119131;B;Selalu ikut rapat namun kurang aktif
21041100519;Anggota Divisi Medis;58220020;C;Rajin kumpul tapi selalu terlambat
21041100520;Anggota Divisi Medis;56220031;C;Sering izin di tengah kumpul
21041100521;Anggota Divisi Medis;55319049;E;Absen 0
21041100522;Anggota Divisi Medis;55119066;B;Mengerjakan tugas dengan baik
21041100523;Anggota Divisi Medis;57220044;A;Mengerjakan tugas dengan sangat baik
21041100524;Anggota Divisi Medis;54120019;A;Mengerjakan tugas dengan sangat baik
21041100525;Anggota Divisi Medis;55219004;A;Mengerjakan tugas dengan sangat baik
21041100526;Anggota Divisi Medis;52119074;C;Cukup rajin datang rapat tapi tidak mengerjakan tugasnya
21041100527;Anggota Divisi Medis;51120065;E;Tidak pernah ikut kumpul
21041100528;Anggota Divisi Medis;54120007;A;Selalu kumpul dan tidak pernah terlambat
21041100529;Anggota Divisi Medis;56220087;B;Selalu ikut rapat namun pasif
21041100530;Anggota Divisi Medis;53220049;C;Kontribusi tidak banyak
21041100531;Anggota Divisi Medis;51220055;C;Cukup rajin kumpul tapi tidak mengerjakan tugasnya
21041100532;Anggota Divisi Medis;51220020;C;Sering izin di tengah kumpul
21041100533;Anggota Divisi Medis;55319024;A;Kerja bagus dan sangat bisa dipercaya
21041100534;Anggota Divisi Medis;51120115;C;Rajin kumpul tapi selalu terlambat
21041100535;Anggota Divisi Medis;54120100;B;Beberapa kali terlambat namun konfirmasi
21041100536;Anggota Divisi Medis;54120061;C;Kehadiran sekitar 50%
21041100537;Anggota Divisi Medis;56219070;B;Beberapa kali terlambat namun konfirmasi
21041100538;Anggota Divisi Medis;55319028;C;Lumayan sering datang kumpul
21041100539;Anggota Divisi Medis;53120087;C;Lumayan sering datang kumpul
21041100540;Anggota Divisi Medis;55120090;C;Rajin rapat tapi selalu terlambat
21041100541;Anggota Divisi Medis;56220025;E;Tidak Berdedikasi
21041100542;Anggota Divisi Medis;52120038;A;Selalu datang dan mengerjakan tugasnya
21041100543;Anggota Divisi Medis;53120009;A;Selalu datang dan mengerjakan tugasnya
21041100544;Anggota Divisi Medis;55220020;C;Kontribusi tidak banyak
21041100545;Anggota Divisi Medis;56219025;A;Selalu kumpul dan tidak pernah terlambat
21041100546;Anggota Divisi Medis;55120032;A;Selalu datang dan mengerjakan tugasnya
21041100547;Anggota Divisi Medis;57119003;C;Cukup rajin datang rapat tapi tidak mengerjakan tugasnya
21041100548;Anggota Divisi Medis;55120079;C;Cukup rajin datang rapat tapi tidak mengerjakan tugasnya
21041100549;Anggota Divisi Medis;55319046;E;Tidak Berdedikasi
21041100550;Anggota Divisi Medis;55120010;A;Selalu kumpul dan tidak pernah terlambat
21041100551;Anggota Divisi Medis;56120007;B;Mengerjakan tugas dengan baik
21041100552;Anggota Divisi Medis;51119007;A;Mengerjakan tugas dengan sangat baik
21041100553;Anggota Divisi Medis;54120029;A;Beberapa kali terlambat namun konfirmasi
21041100554;Anggota Divisi Medis;53119036;D;Kehadiran <30%
21041100555;Anggota Divisi Medis;56219128;B;Beberapa kali terlambat namun konfirmasi
21041100556;Anggota Divisi Medis;52220029;A;Selalu ikut rapat dan aktif
21041100557;Anggota Divisi Medis;55219033;A;Kerja bagus dan sangat bisa dipercaya
21041100558;Anggota Divisi Medis;55120049;A;Selalu kumpul dan tidak pernah terlambat
21041100559;Anggota Divisi Medis;55220001;A;Selalu datang dan mengerjakan tugasnya
21041100560;Anggota Divisi Medis;53220076;D;Jarang rapat dan jika datang selalu terlambat
21041100561;Anggota Divisi Medis;51120129;A;Kerja bagus dan sangat bisa dipercaya
21041100562;Anggota Divisi Medis;52220012;B;Kontribusi lumayan baik
21041100563;Anggota Divisi Medis;58220026;C;Cukup rajin kumpul tapi tidak mengerjakan tugasnya
21041100564;Anggota Divisi Medis;51119053;C;Sering izin di tengah rapat
21041100565;Anggota Divisi Medis;52120120;C;Rajin kumpul tapi selalu terlambat
21041100566;Anggota Divisi Medis;55220091;B;"Sering datang kumpul, bagus"
21041100567;Anggota Divisi Medis;55320048;D;Kurang kontribusi
21041100568;Anggota Divisi Medis;52219011;A;Selalu datang dan mengerjakan tugasnya
21041100569;Anggota Divisi Medis;51119142;C;Cukup rajin kumpul tapi tidak mengerjakan tugasnya
21041100570;Anggota Divisi Medis;55219035;B;Rajin datang dan mengerjakan tugasnya
21041100571;Anggota Divisi Medis;52119072;B;Beberapa kali terlambat namun konfirmasi
21041100572;Anggota Divisi Medis;56219001;B;Mengerjakan tugas dengan baik
21041100573;Anggota Divisi Medis;56219045;B;Rajin rapat dan kalau telat konfirmasi
21041100574;Anggota Divisi Medis;53120070;E;Absen 0
21041100575;Anggota Divisi Medis;51219029;A;Performa sangat baik
21041100576;Anggota Divisi Medis;56220019;D;Jarang rapat dan jika datang selalu terlambat
21041100577;Anggota Divisi Medis;56120016;C;Kehadiran sekitar 50%
21041100578;Anggota Divisi Medis;55120012;A;Beberapa kali terlambat namun konfirmasi
21041100579;Anggota Divisi Medis;55220079;A;Kontribusi banyak dan sangat baik
21041100580;Anggota Divisi Medis;55120026;A;Mengerjakan tugas dengan sangat baik
21041100581;Anggota Divisi Medis;52120051;A;Performa sangat baik
21041100582;Anggota Divisi Medis;51120001;A;Beberapa kali terlambat namun konfirmasi
21041100583;Anggota Divisi Medis;56220102;C;Sering izin di tengah rapat
21041100584;Anggota Divisi Medis;51220068;B;Beberapa kali terlambat namun konfirmasi
21041100585;Anggota Divisi Medis;55320031;A;Kontribusi banyak dan sangat baik
21041100586;Anggota Divisi Medis;57319011;C;Kontribusi tidak banyak
21041100587;Anggota Divisi Medis;56120076;E;"Hanya absen di wa saja, tidak datang rapat"
21041100588;Anggota Divisi Medis;57319008;B;Selalu ikut rapat namun kurang aktif
21041100589;Anggota Divisi Medis;51219052;A;Kerja bagus dan sangat bisa dipercaya
21041100590;Anggota Divisi Medis;53220073;A;Selalu kumpul dan tidak pernah terlambat
21041100591;Anggota Divisi Medis;58119033;A;Performa sangat baik
21041100592;Anggota Divisi Medis;52120086;B;Selalu ikut rapat namun pasif
21041100593;Anggota Divisi Medis;53119096;B;Rajin rapat dan kalau telat konfirmasi
21041100594;Anggota Divisi Medis;53320013;C;Rajin kumpul tapi selalu terlambat
21041100595;Anggota Divisi Medis;53220051;B;Selalu ikut rapat namun pasif
21041100596;Anggota Divisi Medis;56219015;C;Sering izin di tengah kumpul
21041100597;Anggota Divisi Medis;51220022;B;Mengerjakan tugas dengan baik
21041100598;Anggota Divisi Medis;52120137;A;Kontribusi banyak dan sangat baik
21041100599;Anggota Divisi Medis;51320013;C;Sering izin di tengah kumpul
21041100600;Anggota Divisi Medis;53119054;C;Rajin rapat tapi selalu terlambat
21041100601;Anggota Divisi Medis;53120021;B;"Rajin kumpul, hanya beberapa kali terlambat"
21041100602;Anggota Divisi Medis;52119033;A;Beberapa kali terlambat namun konfirmasi
21041100603;Anggota Divisi Medis;55419044;A;Selalu hadir rapat 100% dan fokus
21041100604;Anggota Divisi Medis;53119014;B;Kehadiran > 80%
21041100605;Anggota Divisi Medis;51220052;A;Kontribusi banyak dan sangat baik
21041100606;Anggota Divisi Medis;53120037;A;Selalu hadir rapat 100% dan fokus
21041100607;Anggota Divisi Medis;52119031;B;Kehadiran > 80%
21041100608;Anggota Divisi Medis;56119086;A;Selalu ikut rapat dan aktif
21041100609;Anggota Divisi Medis;54119017;B;Selalu ikut rapat namun pasif
21041100610;Anggota Divisi Medis;53320017;A;Selalu datang dan mengerjakan tugasnya
21041100611;Anggota Divisi Medis;52119069;C;Kehadiran sekitar 50%
21041100612;Anggota Divisi Medis;54119081;A;Beberapa kali terlambat namun konfirmasi
21041100613;Anggota Divisi Medis;56220028;C;Cukup rajin kumpul tapi tidak mengerjakan tugasnya
21041100614;Anggota Divisi Medis;55219091;A;Selalu datang dan mengerjakan tugasnya
21041100615;Anggota Divisi Medis;51120071;A;Selalu hadir rapat 100% dan fokus
21041100616;Anggota Divisi Medis;53119049;E;Kehadiran dibawah 2x
21041100617;Anggota Divisi Medis;56220033;A;Selalu datang dan mengerjakan tugasnya
21041100618;Anggota Divisi Medis;51219039;C;Rajin rapat tapi selalu terlambat
21041100619;Anggota Divisi Medis;53219033;A;Kontribusi banyak dan sangat baik
21041100620;Anggota Divisi Medis;52219070;A;Kerja bagus dan sangat bisa dipercaya
21041100621;Anggota Divisi Medis;51120023;C;Cukup rajin datang rapat tapi tidak mengerjakan tugasnya
21041100622;Anggota Divisi Medis;52219040;E;"Hanya absen di wa saja, tidak datang rapat"
21041100623;Anggota Divisi Medis;55120074;B;"Rajin kumpul, hanya beberapa kali terlambat"
21041100624;Anggota Divisi Medis;51120043;A;Selalu kumpul dan tidak pernah terlambat
21041100625;Anggota Divisi Medis;54119028;A;Kontribusi banyak dan sangat baik
21041100626;Anggota Divisi Medis;53320027;E;Tidak pernah ikut kumpul
21041100627;Anggota Divisi Medis;54120041;A;Performa sangat baik
21041100628;Anggota Divisi Medis;53220040;A;Selalu kumpul dan tidak pernah terlambat
21041100629;Anggota Divisi Medis;51219034;A;Selalu hadir rapat 100% dan fokus
21041100630;Anggota Divisi Medis;53119022;C;Kontribusi tidak banyak
21041100631;Anggota Divisi Medis;56220086;A;Selalu kumpul dan tidak pernah terlambat
21041100632;Anggota Divisi Medis;53219012;C;Sering izin di tengah kumpul
21041100633;Anggota Divisi Medis;52120144;B;Mengerjakan tugas dengan baik
21041100634;Anggota Divisi Medis;58220012;B;Selalu ikut rapat namun kurang aktif
21041100635;Anggota Divisi Medis;55420018;C;Kehadiran sekitar 50%
21041100636;Anggota Divisi Mentor;52120065;A;Selalu datang dan mengerjakan tugasnya
21041100637;Anggota Divisi Mentor;55120080;A;Selalu ikut rapat dan aktif
21041100638;Anggota Divisi Mentor;55119056;C;Rajin rapat tapi selalu terlambat
21041100639;Anggota Divisi Mentor;57120018;C;Rajin rapat tapi selalu terlambat
21041100640;Anggota Divisi Mentor;58219045;A;Selalu ikut rapat dan aktif
21041100641;Anggota Divisi Mentor;53120081;A;Kerja bagus dan sangat bisa dipercaya
21041100642;Anggota Divisi Mentor;56220038;C;Sering izin di tengah rapat
21041100643;Anggota Divisi Mentor;54120016;C;Cukup rajin kumpul tapi tidak mengerjakan tugasnya
21041100644;Anggota Divisi Mentor;52120135;B;Rajin rapat dan kalau telat konfirmasi
21041100645;Anggota Divisi Mentor;57219020;C;Rajin rapat tapi selalu terlambat
21041100646;Anggota Divisi Mentor;56119094;B;Kehadiran > 80%
21041100647;Anggota Divisi Mentor;57220014;D;Jarang rapat dan jika datang selalu terlambat
21041100648;Anggota Divisi Mentor;58219017;B;Mengerjakan tugas dengan baik
21041100649;Anggota Divisi Mentor;55120067;A;Beberapa kali terlambat namun konfirmasi
21041100650;Anggota Divisi Mentor;53220003;C;Kehadiran sekitar 50%
21041100651;Anggota Divisi Mentor;55420009;B;Rajin rapat dan kalau telat konfirmasi
21041100652;Anggota Divisi Mentor;57120030;B;Mengerjakan tugas dengan baik
21041100653;Anggota Divisi Mentor;55419028;A;Selalu ikut rapat dan aktif
21041100654;Anggota Divisi Mentor;55120028;A;Kontribusi banyak dan sangat baik
21041100655;Anggota Divisi Mentor;54120046;B;Kehadiran > 80%
21041100656;Anggota Divisi Mentor;57320008;B;Beberapa kali terlambat namun konfirmasi
21041100657;Anggota Divisi Mentor;53220079;D;Jarang rapat dan jika datang selalu terlambat
21041100658;Anggota Divisi Mentor;51120035;C;Sering izin di tengah kumpul
21041100659;Anggota Divisi Mentor;52220041;A;Performa sangat baik
21041100660;Anggota Divisi Mentor;55219036;A;Kontribusi banyak dan sangat baik
21041100661;Anggota Divisi Mentor;52220051;B;"Sering datang kumpul, bagus"
21041100662;Anggota Divisi Mentor;52119102;B;Mengerjakan tugas dengan baik
21041100663;Anggota Divisi Mentor;52120105;A;Performa sangat baik
21041100664;Anggota Divisi Mentor;51120025;C;Cukup rajin kumpul tapi tidak mengerjakan tugasnya
21041100665;Anggota Divisi Mentor;56219109;C;Cukup rajin datang rapat tapi tidak mengerjakan tugasnya
21041100666;Anggota Divisi Mentor;55319015;C;Kehadiran sekitar 50%
21041100667;Anggota Divisi Mentor;56120034;A;Selalu ikut rapat dan aktif
21041100668;Anggota Divisi Mentor;52220017;B;Kehadiran > 80%
